Booking No,Agent,Country,Tour Type,Booking Date,Amount,Status
BK000405,Thomas Cook,Spain,Honeymoon,2026-10-23,$500,Completed
BK000406,TUI,Germany,Leisure,2026-11-17,3864,Confirmed
BK000407,Booking.com,Australia,Family,2026.01.15,3604,Cancelled
BK000408,Thomas Cook,France,Wildlife,2026-05-21,864,Pending
BK000409,Kuoni,France,Leisure,2026-07-22,-1808,Cancelled
BK000410,Expedia,Germany,Adventure,2026-09-02,738,Cancelled
BK000411,Cox & Kings,Germany,Leisure,2026-12-23,2914,Confirmed
BK000412,Trailfinders,France,Family,2026-02-06,1975,Completed
BK000413,Expedia,UK,Business,,2551,Cancelled
BK000414,Booking.com,France,Leisure,2026-09-29,4714,Confirmed
BK000415,Booking.com,Australia,Business,2026-04-20,1340,Completed
BK000416,Cox & Kings,USA,Leisure,2026-02-21,1246,Confirmed
BK000417,Trailfinders,Spain,Family,2026-06-11,1245,Cancelled
BK000418,Expedia,USA,Honeymoon,2026-11-04,-2746,Confirmed
BK000419,MakeMyTrip,Canada,Honeymoon,2026-09-18,1645,Completed
BK000420,TUI,USA,Family,2026-07-17,-2096,Cancelled
BK000421,Expedia,Canada,Leisure,2026-07-04,2692,Cancelled
BK000395,Trailfinders,Spain,Honeymoon,2026-12-16,1515,Completed
BK000423,Expedia,Germany,Business,,426,Confirmed
BK000424,Trailfinders,Japan,Cultural,2026-07-25,775,Cancelled
BK000425,Thomas Cook,UK,Honeymoon,2026-04-15,-1650,Pending
BK000426,Expedia,Italy,Cultural,2026-08-12,2054,Confirmed
BK000427,Trailfinders,UK,Family,2026-11-10,-2778,Pending
BK000428,Booking.com,UK,Leisure,2026-12-29,1224,Confirmed
BK000429,Kuoni,Canada,Honeymoon,32/01/2026,1467,Pending
BK000430,Thomas Cook,UK,Wildlife,2026-01-16,2844,Completed
BK000431,Expedia,Italy,Cultural,2026-10-23,-1914,Completed
BK000432,TUI,Australia,Wildlife,2026-10-18,1467,Pending
BK000433,Expedia,UAE,Cultural,2026-13-45,1971,Confirmed
BK000434,TUI,USA,Leisure,2026-08-30,3081,Completed
BK000435,Booking.com,Germany,Honeymoon,2026-12-02,3535,Cancelled
BK000436,Trailfinders,Spain,Business,2026-02-09,N/A,Pending
BK000437,TUI,France,Adventure,2026-09-22,476,Completed
BK000438,Cox & Kings,Italy,Wildlife,2026-06-09,,Confirmed
BK000238,Kuoni,USA,Business,2026-10-16,2589,Cancelled
BK000440,Cox & Kings,USA,Cultural,2026-10-07,abc,Cancelled
BK000441,TUI,USA,Honeymoon,2026-06-27,178,Pending
BK000442,Trailfinders,Italy,Leisure,,4440,Cancelled
BK000443,TUI,France,Cultural,2026-05-24,862,Confirmed
BK000444,Trailfinders,Spain,Family,2026-02-13,4857,Confirmed
BK000445,Trailfinders,UK,Honeymoon,2026-10-18,610,Completed
BK000446,Booking.com,USA,Business,2026-05-14,2680,Completed
BK000447,Kuoni,Spain,Family,2026-05-20,2013,Confirmed
BK000448,Booking.com,UAE,Leisure,2026-03-21,965,Cancelled
BK000232,Kuoni,Japan,Leisure,2026-10-02,3035,Cancelled
BK000450,Thomas Cook,UK,Leisure,2026-03-22,  ,Confirmed
BK000451,Kuoni,France,Leisure,2026-12-31,2133,Pending
BK000438,TUI,Italy,Business,2026-03-31,354,Completed
BK000007,MakeMyTrip,UK,Family,2026-02-22,1245,Confirmed
BK000454,MakeMyTrip,France,Adventure,2026-07-25,,Confirmed
BK000455,Expedia,Germany,Leisure,2026-04-12,3732,Cancelled
BK000456,Kuoni,UK,Leisure,2026-08-25,,Cancelled
BK000182,Trailfinders,Australia,Leisure,2026-07-15,3595,Cancelled
BK000458,Booking.com,Italy,Business,2026-08-17,-2565,Confirmed
BK000459,MakeMyTrip,Italy,Family,2026-07-30,4611,Completed
BK000460,Thomas Cook,Japan,Adventure,2026-08-03,1733,
BK000461,TUI,Japan,Wildlife,2026-07-03,4029,Completed
BK000462,Kuoni,Japan,Business,2026-04-03,  ,Pending
BK000463,Thomas Cook,Germany,Wildlife,2026-08-30,,Pending
BK000464,Booking.com,UK,Adventure,2026-12-03,2075,Pending
BK000465,TUI,USA,Honeymoon,2026-07-18,3006,Cancelled
BK000466,Kuoni,Spain,Honeymoon,,2980,Cancelled
BK000467,Cox & Kings,Canada,Business,2026-03-31,4117,Confirmed
BK000468,,UAE,Adventure,2026-01-11,4412,Completed
BK000469,MakeMyTrip,France,Business,2026-04-01,abc,Confirmed
BK000470,Booking.com,UK,Wildlife,31-31-2026,3089,Confirmed
BK000471,Trailfinders,UAE,Leisure,2026-06-22,2572,Pending
BK000472,Booking.com,Japan,Wildlife,32/01/2026,4091,Pending
BK000473,Kuoni,USA,Cultural,2026-10-29,1536,Completed
BK000474,Thomas Cook,France,Adventure,2026-01-01,abc,Completed
BK000475,Kuoni,UAE,Adventure,yesterday,4732,Confirmed
BK000476,Expedia,USA,Business,0000-00-00,1475,Confirmed
BK000477,Kuoni,Australia,Leisure,2026-05-16,1817,Cancelled
BK000478,Kuoni,Italy,Wildlife,2026-02-25,110,Confirmed
BK000280,Trailfinders,France,Family,2026-09-10,3202,Pending
BK000480,Cox & Kings,UAE,Cultural,2026-12-18,null,Cancelled
BK000481,,Italy,Leisure,2026-06-13,2239,Confirmed
BK000482,Trailfinders,France,Cultural,2026-02-08,$500,Confirmed
BK000483,Cox & Kings,Germany,Family,2026-12-01,1451,Completed
BK000484,Expedia,Spain,Adventure,13/13/13,3452,Pending
BK000485,MakeMyTrip,UK,Leisure,2026-07-21,-679,Completed
BK000486,,Japan,Leisure,2026-05-31,4034,Cancelled
BK000487,Booking.com,Italy,Leisure,,1046,Pending
BK000190,Thomas Cook,UK,Cultural,2026-10-06,3274,Cancelled
BK000489,Kuoni,France,Family,2026-01-23,2256,Completed
BK000044,MakeMyTrip,Italy,Honeymoon,2026-02-01,1338,Confirmed
BK000491,Trailfinders,UAE,Adventure,2026-10-11,599,Completed
BK000492,Trailfinders,Canada,Cultural,2026-09-01,4791,Cancelled
BK000062,Expedia,Japan,Wildlife,2026-01-18,4213,Cancelled
BK000494,Cox & Kings,France,Adventure,2026-04-19,1678,Cancelled
BK000495,Expedia,Japan,,2026-11-18,1311,Pending
BK000496,Expedia,UK,Family,2026-10-12,3355,Pending
BK000497,Cox & Kings,Germany,Wildlife,2026-12-25,4913,Completed
BK000498,Booking.com,France,Honeymoon,notadate,4873,Confirmed
BK000499,Expedia,Italy,Wildlife,2026-10-02,2916,Completed
BK000500,Cox & Kings,UAE,Honeymoon,2026-08-31,-1178,Cancelled
BK000382,Trailfinders,Germany,Family,2026-06-19,2046,Confirmed
BK000117,Thomas Cook,Spain,Leisure,2026-06-22,2582,Pending
BK000503,Expedia,USA,Adventure,2026-06-03,3729,Pending
BK000504,Trailfinders,UAE,Cultural,2026-02-15,-915,Completed
BK000505,Trailfinders,Australia,Wildlife,2026-09-22,3163,Confirmed
BK000506,Booking.com,UK,Business,2026-12-30,4251,Completed
BK000507,TUI,France,Adventure,2026-13-45,572,Cancelled
BK000326,Kuoni,USA,Business,2026-07-08,3902,Completed
BK000509,TUI,USA,Business,2026-09-08,4966,Completed
BK000510,Cox & Kings,UAE,Honeymoon,0000-00-00,2920,Cancelled
BK000511,Expedia,Italy,Leisure,2026-07-17,506,Cancelled
BK000512,MakeMyTrip,USA,Cultural,2026-04-26,1793,Pending
BK000513,TUI,Germany,Family,2026-03-09,1518,Confirmed
BK000514,Thomas Cook,Italy,Family,2026-07-12,-1082,Completed
BK000515,Thomas Cook,Canada,Wildlife,2026-11-16,-80,Confirmed
BK000516,Kuoni,Canada,Cultural,2026-11-01,2415,Pending
BK000517,Cox & Kings,UK,Business,2026-05-22,2763,Pending
BK000518,Thomas Cook,USA,Adventure,2026-09-22,-2507,Confirmed
BK000128,Kuoni,France,Cultural,2026-01-14,4174,Pending
BK000520,Trailfinders,Japan,Cultural,2026-01-19,4876,Cancelled
BK000521,MakeMyTrip,Canada,Cultural,2026-09-01,,Pending
BK000522,Booking.com,Italy,Leisure,2026-08-30,1148,Pending
BK000523,Booking.com,Spain,Cultural,2026-02-15,1920,Pending
BK000524,Thomas Cook,Japan,Wildlife,2026-06-19,-2448,Pending
BK000525,Expedia,Australia,Leisure,2026-11-21,-1984,Confirmed
BK000526,Expedia,Japan,Honeymoon,2026-06-02,3484,Confirmed
BK000527,Booking.com,France,Adventure,2026-06-25,3452,Completed
BK000528,Booking.com,UK,Family,13/13/13,1548,Pending
BK000529,Cox & Kings,Italy,Adventure,,4820,Cancelled
BK000530,Expedia,France,Honeymoon,2026-08-11,3617,Completed
BK000383,Cox & Kings,Japan,Leisure,2026-01-20,4472,Cancelled
BK000532,Kuoni,Canada,Adventure,2026-01-10,133,Cancelled
BK000533,Kuoni,Italy,Adventure,2026-02-22,-734,Pending
BK000534,TUI,Italy,Business,,4362,Pending
BK000535,Booking.com,Spain,Family,2026-07-03,1643,Cancelled
BK000536,Trailfinders,Germany,Adventure,2026-04-25,1174,Cancelled
BK000537,Booking.com,UK,Business,2026-12-31,406,Completed
BK000538,Thomas Cook,Canada,Honeymoon,2026-01-25,4965,Confirmed
BK000539,TUI,Germany,Cultural,2026-03-01,3514,Completed
BK000309,Thomas Cook,Australia,Cultural,2026-03-20,1783,Confirmed
BK000108,Expedia,Canada,Business,2026-11-15,1223,Completed
BK000542,Expedia,Italy,Leisure,2026-02-24,4177,Cancelled
BK000543,Thomas Cook,Canada,Adventure,2026-07-03,3456,Pending
BK000544,Cox & Kings,USA,Cultural,2026-13-45,2808,Cancelled
BK000545,,UK,Wildlife,2026-10-21,4147,Cancelled
BK000546,Expedia,UK,Business,2026-11-26,1993,Completed
BK000547,Thomas Cook,Italy,Family,2026-01-26,917,Cancelled
BK000548,Thomas Cook,Spain,Wildlife,2026-12-13,2661,Completed
BK000549,Expedia,Germany,Leisure,2026-03-12,1496,Pending
BK000550,Cox & Kings,UAE,Business,2026-02-17,,Pending
BK000551,Trailfinders,Australia,Business,13/13/13,4017,Completed
BK000552,Booking.com,UK,Adventure,2026-12-23,580,Cancelled
BK000553,Cox & Kings,UAE,Cultural,Jan 15 2026,1584,Completed
BK000554,TUI,France,Family,2026-09-07,null,Completed
BK000555,Thomas Cook,Spain,Leisure,2026-12-27,4399,
BK000556,Expedia,Japan,Cultural,2026-05-08,4047,Pending
BK000557,Trailfinders,France,Wildlife,2026-10-13,547,Confirmed
BK000558,Booking.com,Canada,Wildlife,2026-08-29,4161,Cancelled
BK000559,Cox & Kings,Spain,Adventure,2026-06-19,,Confirmed
BK000560,Trailfinders,Japan,Wildlife,2026-05-01,-1869,Completed
BK000561,Cox & Kings,UK,Wildlife,2026-09-13,3762,Pending
BK000562,Cox & Kings,Germany,Leisure,N/A,3477,Confirmed
BK000563,Expedia,UAE,Honeymoon,2026-11-23,2595,Cancelled
BK000564,Cox & Kings,Spain,Business,2026-01-28,1926,Completed
BK000565,Cox & Kings,Spain,Cultural,2026-08-20,  ,Confirmed
BK000566,,Italy,Honeymoon,2026-09-25,3162,Confirmed
BK000567,Cox & Kings,France,Wildlife,2026-07-29,976,Pending
BK000568,MakeMyTrip,UK,Wildlife,2026-07-21,1866,Completed
BK000569,MakeMyTrip,Spain,Leisure,2026-08-01,480,Confirmed
BK000570,Cox & Kings,Australia,Cultural,2026-10-29,4230,Cancelled
BK000571,TUI,Canada,Cultural,2026-01-25,4632,Completed
BK000572,Cox & Kings,Canada,Wildlife,2026-04-01,4839,Cancelled
BK000573,Booking.com,UK,Family,2026-12-03,2736,Completed
BK000137,MakeMyTrip,Italy,Family,2026-06-25,2509,Completed
BK000575,Thomas Cook,Canada,Wildlife,00/00/0000,4634,Cancelled
BK000576,Thomas Cook,Spain,Cultural,2026-03-09,-2959,Pending
BK000577,Kuoni,Canada,Family,13/13/13,4774,Completed
BK000578,Thomas Cook,Japan,Wildlife,2026-01-07,4382,Confirmed
BK000579,Booking.com,,Cultural,2026-01-29,1737,Pending
BK000580,Thomas Cook,France,Wildlife,2026-02-01,2517,Cancelled
BK000581,TUI,Spain,Wildlife,2026-08-20,939,Cancelled
BK000582,Trailfinders,USA,Honeymoon,2026-12-23,2456,Confirmed
BK000583,Trailfinders,Japan,Wildlife,2026-12-17,2661,Confirmed
BK000584,Thomas Cook,USA,Honeymoon,2026-08-15,,Pending
BK000585,MakeMyTrip,USA,Business,2026-08-18,1553,Confirmed
BK000586,Booking.com,Canada,Leisure,2026-02-30,432,Completed
BK000587,Booking.com,France,Honeymoon,2026-05-11,146,Pending
BK000309,Booking.com,Germany,Adventure,2026-06-15,4989,Confirmed
BK000589,Kuoni,UK,Wildlife,2026-12-29,2703,Cancelled
BK000590,Expedia,Canada,Adventure,2026-08-01,4548,Completed
BK000591,MakeMyTrip,USA,,2026-06-19,2812,Pending
BK000592,Cox & Kings,Canada,Wildlife,2026-11-29,-2789,Confirmed
BK000593,MakeMyTrip,UAE,Honeymoon,2026-05-05,----,Pending
BK000594,Expedia,Japan,Business,2026-10-04,2416,Confirmed
BK000595,Kuoni,Canada,Wildlife,2026-09-18,3750,Completed
BK000596,MakeMyTrip,Spain,Honeymoon,2026-02-12,,Cancelled
BK000597,Expedia,USA,Cultural,2026-11-19,1846,Completed
BK000598,MakeMyTrip,Canada,Wildlife,2026-12-26,3665,Confirmed
BK000599,Booking.com,Germany,Family,2026-06-19,410,Confirmed
BK000600,Booking.com,Italy,,2026-02-06,4810,Cancelled
BK000122,Cox & Kings,Japan,Family,2026-06-11,238,Completed
BK000602,Expedia,UAE,Leisure,2026-12-25,694,Pending
BK000603,Expedia,Italy,Wildlife,2026-12-18,2568,Confirmed
BK000604,Cox & Kings,Japan,Family,2026-12-05,-690,Completed
BK000605,Booking.com,Japan,Wildlife,2026-10-07,2516,Cancelled
BK000606,Kuoni,Germany,Honeymoon,2026-10-12,-221,Confirmed
BK000607,Trailfinders,Canada,Honeymoon,2026-02-13,2596,
BK000608,Kuoni,USA,Family,2026-11-27,4298,Cancelled
BK000609,MakeMyTrip,UAE,Wildlife,32/01/2026,1691,Confirmed
BK000610,TUI,Canada,Family,2026-11-27,4602,Confirmed
BK000611,Expedia,Italy,Leisure,2026-04-12,-1405,Completed
BK000612,MakeMyTrip,UK,Business,2026-11-14,$500,Cancelled
BK000613,Kuoni,UAE,Cultural,2026-06-06,4885,Cancelled
BK000614,Kuoni,Spain,Family,2026-03-28,139,Pending
BK000615,MakeMyTrip,Japan,Business,2026-07-04,-2015,Pending
BK000084,Kuoni,Italy,Family,2026-10-10,991,Cancelled
BK000617,Booking.com,Canada,Adventure,2026-05-15,726,Confirmed
BK000618,TUI,UAE,Honeymoon,2026-07-27,4933,Cancelled
BK000619,Thomas Cook,Canada,Honeymoon,2026-08-30,1317,Pending
BK000407,Thomas Cook,France,Family,2026-09-14,4281,Confirmed
BK000621,TUI,USA,Wildlife,2026-11-11,null,Cancelled
BK000622,Booking.com,Australia,Business,00/00/0000,1892,Completed
BK000623,Kuoni,USA,Leisure,,1793,Pending
BK000534,Cox & Kings,Germany,Leisure,2026-11-29,2754,Confirmed
BK000625,Thomas Cook,Italy,Honeymoon,2026-10-06,4770,Cancelled
BK000626,Trailfinders,Spain,Honeymoon,2026-12-01,----,Pending
BK000627,MakeMyTrip,Canada,Family,2026-06-30,2926,Completed
BK000628,TUI,Canada,Adventure,2026-08-14,1456,Cancelled
BK000629,Thomas Cook,USA,Adventure,2026-04-06,,Pending
BK000630,Expedia,USA,Family,2026-06-19,1028,Completed
BK000631,Cox & Kings,USA,Honeymoon,2026-03-24,3466,Confirmed
BK000632,Booking.com,UAE,Honeymoon,2026-03-24,-2394,Confirmed
BK000633,Booking.com,Italy,Adventure,2026.01.15,3421,Confirmed
BK000634,Thomas Cook,UK,Adventure,2026-08-18,3961,Completed
BK000635,Trailfinders,UAE,Adventure,32/01/2026,1589,Pending
BK000636,Kuoni,Australia,Honeymoon,2026-10-30,663,Cancelled
BK000637,Booking.com,UK,Leisure,2026-04-14,,Completed
BK000638,Booking.com,Australia,Honeymoon,2026-11-04,419,Confirmed
BK000639,Booking.com,UAE,,2026-01-01,3634,Completed
BK000640,Trailfinders,USA,Wildlife,2026-09-04,3223,Pending
BK000641,Expedia,Japan,Adventure,2026-05-11,4008,Cancelled
BK000642,Expedia,Italy,Honeymoon,2026-10-06,3447,Pending
BK000643,TUI,UAE,Honeymoon,2026/01/01/01,4357,Confirmed
BK000644,Kuoni,Japan,Business,2026-02-24,1367,Completed
BK000645,Thomas Cook,Italy,Wildlife,2026-10-02,3569,Pending
BK000646,Trailfinders,USA,Family,2026-10-10,4667,Completed
BK000647,Cox & Kings,Italy,Business,2026.01.15,2920,Completed
BK000648,Expedia,USA,Family,00/00/0000,1425,Confirmed
BK000649,Kuoni,Canada,Honeymoon,2026-12-23,526,Cancelled
BK000091,TUI,UK,Wildlife,2026-03-16,3963,Completed
BK000651,MakeMyTrip,Spain,Leisure,,409,Completed
BK000652,Thomas Cook,UAE,Leisure,2026-03-31,4149,Completed
BK000653,Thomas Cook,USA,Leisure,2026-11-03,,Cancelled
BK000654,TUI,Spain,Adventure,notadate,102,Cancelled
BK000655,Trailfinders,Spain,Cultural,2026-07-22,3421,Cancelled
BK000656,Expedia,UK,Honeymoon,2026-05-26,4680,Pending
BK000657,Thomas Cook,USA,Honeymoon,2026-04-10,abc,Completed
BK000658,Trailfinders,Canada,Leisure,2026-10-14,-1442,Pending
BK000659,Thomas Cook,Canada,Wildlife,2026-10-22,2149,Completed
BK000660,Cox & Kings,USA,Wildlife,2026-06-23,3858,Completed
BK000661,TUI,Australia,Leisure,2026-05-13,653,Completed
BK000662,MakeMyTrip,USA,Wildlife,2026-06-11,3478,Pending
BK000663,TUI,Italy,Adventure,2026-05-28,861,Completed
BK000664,Kuoni,UK,Honeymoon,2026-04-02,4003,Pending
BK000665,Thomas Cook,France,Cultural,2026-12-16,  ,Completed
BK000666,MakeMyTrip,Italy,Adventure,2026-04-28,-2583,Cancelled
BK000667,Expedia,UK,Leisure,2026-12-13,NaN,Confirmed
BK000668,Cox & Kings,Spain,Honeymoon,2026-06-11,4133,Pending
BK000669,Thomas Cook,Japan,Adventure,2026-10-23,1150,Confirmed
BK000670,Trailfinders,Australia,Honeymoon,2026-01-17,4216,Pending
BK000324,Booking.com,Australia,Leisure,2026-12-24,4345,Completed
BK000672,TUI,USA,Family,2026-10-25,925,Pending
BK000673,Thomas Cook,France,Honeymoon,2026-05-15,null,Pending
BK000674,Kuoni,Spain,Adventure,2026-09-13,3572,Cancelled
BK000185,Kuoni,Spain,Wildlife,2026-07-25,2390,Completed
BK000676,MakeMyTrip,UK,Cultural,2026-05-19,2031,Completed
BK000677,MakeMyTrip,France,Wildlife,2026-03-18,3974,Confirmed
BK000678,Cox & Kings,France,Wildlife,Jan 15 2026,4335,Pending
BK000679,Thomas Cook,Canada,Wildlife,2026-10-18,490,Completed
BK000680,Booking.com,Germany,Adventure,,4003,Confirmed
BK000681,Thomas Cook,Spain,Business,2026-10-14,4666,Pending
BK000682,Trailfinders,UK,Business,2026-12-14,"1,000",Cancelled
BK000683,Cox & Kings,Australia,Leisure,2026-07-15,,Completed
BK000684,Kuoni,Japan,Cultural,2026-11-10,4782,Completed
BK000685,Expedia,UK,Adventure,2026-06-25,1969,Pending
BK000686,Thomas Cook,Italy,Honeymoon,2026-11-27,null,Pending
BK000687,Kuoni,UAE,Honeymoon,2026-08-19,3491,Cancelled
BK000688,TUI,France,Cultural,00/00/0000,2161,Confirmed
BK000689,Expedia,UK,Leisure,2026-13-45,4592,Confirmed
BK000690,Expedia,UK,Business,2026-11-13,1372,Confirmed
BK000691,Trailfinders,Italy,Adventure,2026-05-07,2427,Completed
BK000692,Booking.com,Canada,Wildlife,2026-03-29,334,Confirmed
BK000693,Kuoni,Australia,Family,2026-10-04,2331,Completed
BK000694,Booking.com,UAE,Honeymoon,N/A,4720,Completed
BK000695,Thomas Cook,Spain,Family,2026-10-04,1960,Confirmed
BK000001,Kuoni,Japan,Business,2026-03-21,2586,Confirmed
BK000697,Booking.com,Spain,Business,2026-08-29,4483,Confirmed
BK000698,Cox & Kings,Australia,Business,2026-01-05,3626,Pending
BK000699,TUI,Canada,Business,2026-04-07,3472,Completed
BK000082,Booking.com,Japan,Wildlife,2026-07-13,1907,Pending
BK000665,MakeMyTrip,Canada,Wildlife,2026-11-10,2327,Pending
BK000702,Thomas Cook,Japan,Adventure,2026-02-05,1594,Cancelled
BK000703,Cox & Kings,UAE,Family,2026-05-20,-1363,Cancelled
BK000704,TUI,Canada,,2026-04-06,937,Pending
BK000705,Cox & Kings,Germany,Adventure,yesterday,1334,Confirmed
BK000706,Trailfinders,Italy,Wildlife,2026-09-13,-2904,Completed
BK000707,Kuoni,UK,Wildlife,2026-03-16,559,Pending
BK000708,Expedia,Canada,Family,2026-04-03,1674,Pending
BK000709,TUI,UK,Wildlife,2026-05-08,3252,Completed
BK000710,TUI,USA,Family,2026-02-18,-1986,Cancelled
BK000260,Thomas Cook,Spain,Adventure,2026-11-19,445,Confirmed
BK000712,Thomas Cook,USA,Business,2026-01-27,1884,Confirmed
BK000713,Trailfinders,Spain,Leisure,2026-03-27,-1671,Confirmed
BK000714,TUI,Germany,Honeymoon,2026-12-20,3993,Cancelled
BK000715,Expedia,USA,Adventure,2026-09-13,abc,Pending
BK000716,Booking.com,,Wildlife,2026-02-24,1130,Completed
BK000717,Kuoni,Australia,Cultural,2026-04-09,$500,Completed
BK000718,Thomas Cook,Germany,Family,2026-12-28,3684,Pending
BK000719,Cox & Kings,USA,Honeymoon,2026-04-06,4553,Pending
BK000720,Cox & Kings,Italy,Wildlife,2026-11-03,N/A,Cancelled
BK000721,Cox & Kings,Italy,Wildlife,2026-05-15,4536,Pending
BK000329,Trailfinders,France,Leisure,2026-11-14,3082,Cancelled
BK000723,Trailfinders,USA,Honeymoon,2026-12-16,4175,Cancelled
BK000724,Kuoni,Japan,Cultural,2026-06-14,1004,Confirmed
BK000725,Expedia,Germany,Wildlife,2026-03-08,1563,Confirmed
BK000726,Cox & Kings,USA,Leisure,2026-01-17,-2744,Completed
BK000727,Thomas Cook,Germany,Business,2026-04-24,680,Confirmed
BK000728,MakeMyTrip,Australia,Wildlife,2026-02-10,3934,Confirmed
BK000729,Trailfinders,Spain,Wildlife,2026-12-29,NaN,Pending
BK000730,,Italy,Leisure,2026-04-21,4355,Confirmed
BK000731,Trailfinders,USA,Adventure,2026-09-27,2137,Cancelled
BK000732,Trailfinders,UK,Wildlife,2026-11-23,4823,Pending
BK000733,Trailfinders,UK,Adventure,2026-04-03,4605,Completed
BK000734,Booking.com,Canada,Honeymoon,2026-08-15,2986,Pending
BK000735,Kuoni,Spain,Family,2026-11-21,3627,Pending
BK000736,MakeMyTrip,Japan,Wildlife,2026-10-09,2181,Pending
BK000737,Cox & Kings,Japan,Leisure,2026-01-18,2430,Confirmed
BK000738,Thomas Cook,Germany,Business,2026-04-24,1859,Pending
BK000739,,Canada,Honeymoon,2026-10-12,4774,Cancelled
BK000740,Kuoni,,Adventure,2026-05-16,3107,Cancelled
BK000741,Thomas Cook,UK,Honeymoon,2026-07-24,-366,Cancelled
BK000742,Cox & Kings,France,Family,2026-12-20,4820,Confirmed
BK000743,Thomas Cook,Germany,Cultural,2026-10-23,3225,Confirmed
BK000744,Kuoni,Spain,Wildlife,2026-08-11,3512,Confirmed
BK000745,MakeMyTrip,UAE,Leisure,2026-11-21,3233,Confirmed
BK000746,TUI,Spain,Honeymoon,2026-10-17,NaN,Pending
BK000747,Booking.com,Germany,Cultural,2026-07-21,3750,Confirmed
BK000748,Thomas Cook,Japan,Adventure,2026-03-09,-1999,Confirmed
BK000749,TUI,Canada,Family,2026-05-15,796,Completed
BK000750,Booking.com,France,Family,2026-10-14,1722,Completed
BK000074,MakeMyTrip,Canada,Honeymoon,2026-09-26,2117,Cancelled
BK000752,Trailfinders,Spain,Cultural,2026-10-22,-2801,Confirmed
BK000313,Kuoni,Spain,Adventure,2026-06-14,2922,Confirmed
BK000754,Kuoni,UAE,Wildlife,2026-13-45,1294,Completed
BK000755,MakeMyTrip,USA,Cultural,2026-07-11,1377,Confirmed
BK000756,TUI,USA,Honeymoon,31-31-2026,2456,Confirmed
BK000757,Expedia,Italy,Family,2026-08-30,286,Pending
BK000758,MakeMyTrip,USA,Honeymoon,2026-09-25,-2601,Completed
BK000759,Booking.com,Germany,Family,2026-10-26,4415,Confirmed
BK000760,TUI,Italy,Adventure,2026-12-23,-1954,Confirmed
BK000761,TUI,UK,Family,2026-12-05,2322,Pending
BK000762,TUI,Italy,Wildlife,2026-11-29,3266,Cancelled
BK000763,Expedia,Spain,Family,2026-11-02,4454,Confirmed
BK000764,Cox & Kings,Canada,Cultural,N/A,425,Cancelled
BK000765,Cox & Kings,Japan,Cultural,2026-03-22,$500,Pending
BK000766,Thomas Cook,USA,Honeymoon,2026-05-22,----,Pending
BK000767,TUI,Canada,Business,2026-04-26,1342,Pending
BK000768,Booking.com,UK,Cultural,2026-07-15,4365,Cancelled
BK000556,Booking.com,Japan,Business,2026-11-06,2797,Completed
BK000770,Booking.com,UAE,Honeymoon,2026-02-30,1757,Cancelled
BK000771,Booking.com,Japan,Wildlife,2026-03-16,4727,Cancelled
BK000772,Expedia,France,Business,2026-03-16,----,Pending
